"release_time","input_tokens","output_tokens"
1163.1380341053,417,125
1164.09963107109,181,109
1164.36781907082,200,169
1164.49766612053,1314,156
1164.60797405243,1002,411
1164.77669596672,2748,83
1164.99418616295,4078,47
1165.12275409698,1045,517
1165.15998601913,4079,81
1165.94870305061,309,18
1165.97111606598,376,66
1166.42095518112,1079,418
1166.51161813736,391,114
1166.73404812813,460,95
1167.12390112877,370,66
1167.17346715927,2377,90
1167.34840917587,1017,620
1167.37145018578,1057,444
1167.40734219551,197,162
1168.00440001488,996,378
1168.46630120277,42,150
1168.59855103493,1054,444
1168.63494896889,1002,411
1168.72930002213,200,162
1168.87116098404,1340,519
1169.59567308426,375,79
1169.73799014091,377,77
1169.90610003471,387,80
1170.21614599228,738,20
1170.21732997894,4099,63
1170.5706410408,218,138
1170.91577911377,419,91
1171.08950614929,1053,396
1171.50433015823,4099,36
1171.59882497787,4094,39
1172.08604097366,400,85
1172.14716005325,1166,402
1172.17287516594,4101,106
1172.2373380661,4104,62
1172.29448103905,4091,42
1172.39434599876,378,47
1172.55830216408,394,99
1172.90424609184,1066,408
1173.09151911736,1107,397
1173.58260798454,4087,50
1173.63942813873,1130,460
1173.82603096962,4085,75
1173.86215901375,1133,425
1174.1904361248,384,85
1174.3625690937,375,59
1174.49453020096,1322,185
1174.5566470623,383,81
1174.71189308167,1001,444
1175.04577612877,1128,394
1175.13353919983,397,161
1175.23235011101,4077,45
1175.29107618332,1020,411
1175.37107801437,1159,432
1175.85960698128,10,137
1175.94946908951,1101,414
1176.13924312592,420,98
1176.85225701332,120,12
1177.11423206329,1092,398
1177.13237905502,4083,34
1177.33645915985,126,194
1177.7359931469,1099,396
1178.58875799179,2228,73
1178.6656961441,2429,106
1179.11119198799,321,18
1179.18209815025,437,79
1179.44862914085,1130,396
1179.5848031044,396,50
1179.78316712379,1314,153
1180.13577318192,120,12
1180.42181420326,1088,375
1180.52885913849,129,159
1180.70815110207,324,18
1180.76684212685,1340,475
1180.93524599075,311,18
1181.70345020294,4083,56
1181.76813602448,218,167
1181.83160209656,19,152
1181.97862005234,4084,47
1182.15886902809,127,202
1182.16905903816,212,162
1182.18866300583,1046,442
1182.48380017281,4076,49
1182.68240213394,1856,78
1182.74453020096,401,70
1182.96972107887,1316,207
1183.68966507912,380,81
1183.91712498665,181,110
1184.02073407173,1095,396
1184.11051297188,4097,51
1184.22132301331,1114,383
1184.50074720383,414,184
1184.61981320381,407,116
1184.67653107643,973,395
1184.7816400528,1054,388
1184.81506705284,91,16
1185.09618210793,881,113
1185.09784412384,394,82
1185.27193403244,203,205
1185.27874517441,1082,414
1185.58380103111,1126,396
1185.9560520649,396,99
1186.00796318054,460,75
1186.16596508026,1312,237
1186.3414440155,872,86
1186.71166801453,129,205
1186.77340602875,1057,422
1187.36113905907,373,83
1187.77871704102,398,88
1188.07539916039,1099,396
1188.3683590889,4092,90
1188.47712206841,4094,76
1188.65248513222,181,216
1188.69891619682,203,176
1188.83579707146,1354,130
1188.98670506477,375,44
1189.08899712563,181,198
1189.68337202072,27,159
1190.05590105057,1164,37
1190.08771705627,376,64
1190.15531110764,1073,395
1190.16896700859,324,18
1190.21290516853,1021,394
1190.23542308807,975,442
1190.25786018372,1114,403
1190.29376602173,891,93
1190.31473612785,1045,444
1190.41792702675,1318,192
1190.43976306915,4076,64
1190.59838604927,381,91
1190.62644910812,380,71
1190.75628113747,181,119
1190.97839713097,181,123
1191.0838470459,91,16
1191.09206008911,1053,446
1191.19823503494,4101,47
1191.55155611038,1351,144
1191.55216407776,181,122
1191.56886315346,1336,41
1191.593791008,1096,433
1191.64873099327,4078,155
1191.67789816856,1089,500
1191.75361609459,2286,97
1191.85941505432,391,105
1191.90592217445,4697,71
1192.1396510601,4076,44
1192.38692903519,941,78
1192.4875330925,203,164
1192.70229911804,215,194
1192.97169017792,389,84
1193.01996612549,429,97
1193.13909506798,62,180
1193.14325809479,410,95
1193.26945614815,996,378
1193.61113905907,466,103
1193.69067215919,2706,49
1194.14510512352,1030,393
1194.1775021553,197,217
1194.24619197845,397,90
1194.32498502731,881,116
1194.50413417816,1046,572
1194.58211708069,973,395
1194.91568899155,327,18
1194.9231441021,1089,427
1195.18204307556,388,80
1195.27516198158,1100,466
1195.2893819809,20,129
1195.37281012535,4086,29
1195.41202807426,181,110
1195.48268914223,209,217
1195.77503418922,4092,155
1196.12745904922,1088,394
1196.1672270298,1114,400
1196.32527804375,181,119
1196.48814415932,194,194
1196.68968510628,181,173
1196.74593615532,1318,224
1196.96639609337,1315,169
1197.05618309975,1109,436
1197.10368299484,4102,69
1197.33177304268,203,162
1197.5476911068,69,144
1197.55979800224,1126,396
1197.67295002937,4091,49
1197.99621915817,206,162
1198.08698916435,200,179
1198.21108412743,404,129
1198.24521517754,1044,414
1198.49774813652,212,217
1198.55609202385,2584,147
1198.66112613678,1313,204
1198.74069499969,413,98
1198.77698397636,1349,177
1198.80833220482,1320,157
1198.95635318756,373,99
1199.29950809479,1073,401
1199.74879097939,2345,69
1200.20209002495,389,55
1200.4973731041,1317,228
1200.55266404152,1017,379
1200.75514006615,381,48
1201.08273696899,212,183
1201.40777897835,4092,45
1201.46262812614,4083,84
1201.55404019356,181,204
1201.61415910721,1082,379
1201.64462208748,181,207
1201.78480100632,4092,28
1202.02027916908,1314,187
1202.05113911629,1351,145
1202.17599797249,1044,462
1202.18603301048,200,183
1202.58122897148,181,230
1202.63311004639,373,74
1202.78547716141,4078,87
1202.89549207687,1314,261
1202.95164608955,1315,130
1203.10090517998,191,181
1203.27561402321,181,113
1203.49587416649,4076,165
1203.55786514282,209,167
1203.63623809814,2584,136
1204.07354712486,398,103
1204.12837910652,1039,401
1204.18723106384,194,174
1204.56662106514,1121,673
1204.90756797791,130,163
1205.15221619606,212,179
1205.15401697159,2584,141
1205.25360608101,375,66
1205.33020114899,383,60
1205.3723731041,442,124
1205.50339913368,1352,69
1205.63409399986,4089,45
1205.74770116806,128,205
1205.84386205673,215,217
1205.91537499428,1118,396
1206.04680299759,1109,390
1206.28563499451,975,442
1206.47744512558,4088,76
1206.66784501076,1316,261
1206.69038009644,181,257
1206.84231710434,181,115
1207.44097900391,403,114
1207.49951601028,4145,165
1208.68994498253,1314,179
1208.85949206352,1398,83
1209.66387104988,999,477
1209.73698711395,388,92
1209.79151701927,385,75
1209.89879918098,394,109
1209.90033316612,398,89
1210.03948497772,209,183
1210.12555503845,206,187
1210.35139918327,1066,403
1210.53124499321,181,121
1210.59123396873,197,152
1210.64856410027,181,120
1211.01607608795,42,142
1211.52915596962,389,114
1211.94544816017,375,37
1211.94796514511,1123,415
1212.08674097061,181,97
1212.83113312721,1059,415
1212.89084911346,390,62
1213.11767911911,1059,415
1213.43406319618,1037,421
1213.61839604378,200,211
1214.05187916756,4083,92
1214.58198308945,4083,50
1214.94681119919,1352,70
1215.23097014427,380,66
1215.39157414436,1313,203
1215.6142911911,1069,623
1215.63854312897,1313,151
1215.74784803391,865,111
1216.03637599945,407,93
1216.10991597176,4088,120
1216.32058906555,385,68
1216.35918307304,996,418
1216.40392804146,1089,417
1216.69471311569,206,211
1216.73917412758,1312,197
1217.5387711525,885,94
1218.04181599617,209,162
1218.16727304459,4091,40
1218.30536603928,1120,391
1218.55064916611,1044,396
1218.65100097656,4093,55
1219.37638616562,203,158
1219.69400715828,914,108
1220.22001600266,390,118
1220.38803100586,1520,119
1220.65295100212,395,92
1220.67835617065,394,86
1220.72935605049,4096,59
1220.79777097702,4076,31
1220.89080500603,1100,400
1220.99547505379,181,221
1221.02437400818,206,162
1221.35724616051,374,102
1221.5299680233,4105,55
1221.64679718018,4080,93
1222.0285551548,130,172
1222.07885599136,1314,231
1222.46323108673,1101,375
1222.67445206642,1106,413
1222.82888698578,375,94
1222.95602607727,4078,41
1223.06024098396,4085,64
1223.30582714081,1045,415
1223.33202910423,1045,394
1223.6296350956,1059,378
1223.7084031105,1107,398
1223.91487717628,401,83
1224.1200261116,1017,394
1224.1644320488,4076,121
1224.16462016106,191,162
1224.40503001213,380,58
1224.42046809196,1018,396
1224.47345709801,871,134
1224.49873209,414,85
1224.89046907425,999,414
1225.00269317627,27,186
1225.00610613823,1066,414
1225.67761516571,200,167
1225.73840117455,206,161
1225.76236319542,1082,419
1226.00785899162,181,162
1226.05989313126,1130,468
1226.26024508476,386,63
1226.31078720093,4082,83
1226.37196302414,206,183
1226.45802617073,1099,393
1226.6176199913,1096,433
1226.62920999527,125,205
1226.69556212425,40,153
1226.82436418533,1046,442
1226.97684907913,1019,388
1227.13215017319,4077,176
1227.29404306412,4082,43
1227.39484500885,1044,414
1227.44826102257,399,90
1227.554708004,209,167
1228.15592217445,390,125
1228.67682409286,1123,423
1229.07305908203,381,70
1229.07513618469,1010,383
1229.11195397377,388,54
1229.1365070343,397,107
1229.18769717216,1210,106
1229.31324601173,1018,411
1229.50820207596,1069,462
1229.62147808075,1030,429
1229.65926599503,1039,390
1229.81568098068,1351,137
1229.9014351368,4090,88
1230.11379003525,218,167
1230.45417904854,4085,238
1230.95262813568,1017,394
1231.07910919189,379,73
1231.15786004066,1022,310
1231.24292707443,1218,387
1231.41498613358,1100,534
1232.17075109482,317,18
1232.18684101105,4085,60
1232.34049010277,379,89
1232.71519804001,1120,397
1232.78123307228,444,93
1232.99231004715,408,111
1233.06390500069,1109,415
1233.12468099594,4082,43
1233.27477216721,1000,383
1233.46102118492,1053,411
1233.54453206062,1118,394
1233.55511903763,200,210
1233.66708803177,975,394
1234.24558401108,402,91
1234.61098599434,1088,434
1234.64370298386,1003,382
1234.74934220314,973,414
1235.24063515663,420,103
1235.3140130043,1319,251
1235.79302811623,1025,392
1235.92262816429,1315,153
1236.03428816795,1053,411
1236.05168604851,435,75
1236.0852560997,375,83
1236.10542702675,200,181
1236.11406302452,382,105
1236.11513805389,1009,395
1236.2039000988,1314,162
1236.20675396919,206,172
1236.32343411446,1227,397
1236.35308218002,4126,70
1236.37819600105,1219,417
1236.49952316284,375,63
1236.6314060688,377,90
1237.22182798386,1163,407
1237.3842151165,1326,409
1237.41471004486,1261,373
1237.47725605965,374,60
1237.48598718643,394,51
1238.3418700695,91,16
1238.34821820259,2524,90
1238.50149703026,200,217
1238.76152014732,1217,395
1238.86971306801,165,217
1238.99602198601,1066,421
1239.02659296989,52,188
1239.0453619957,206,165
1239.16133904457,996,403
1239.29607796669,1087,383
1239.32688498497,203,152
1239.45552206039,4078,114
1239.61631798744,407,137
1239.71329903603,1089,396
1239.91628599167,1237,435
1240.03712797165,4097,45
1240.08860611916,1234,376
1240.30448913574,161,204
1240.62812709808,1101,390
1240.69420814514,1089,396
1240.74197506905,1024,373
1240.80227398872,978,372
1240.89214515686,1160,400
1241.02431416512,1002,411
1241.29027700424,91,24
1241.37446498871,1312,213
1241.52335906029,382,80
1241.8049030304,1045,378
1241.82071399689,10,179
1241.99928402901,1292,379
1242.13155698776,1087,393
1242.20801711082,1165,373
1242.42717719078,391,106
1242.44246315956,4111,65
1242.51228308678,1052,390
1242.55468606949,1180,406
1242.57580709457,1340,714
1242.60926008224,384,82
1242.67957401276,1118,394
1242.76850318909,41,169
1243.11494112015,197,163
1243.25937819481,1315,147
1243.25999808311,377,89
1243.30198812485,1103,405
1243.41974210739,163,217
1243.58217000961,999,414
1243.66152119637,1062,397
1243.9614341259,4092,36
1244.25110006332,203,187
1244.34558105469,1019,388
1244.80482316017,4079,151
1245.20657014847,1066,459
1245.46690702438,1055,397
1245.58779001236,1101,379
1245.66442608833,120,12
1245.84209012985,1021,396
1245.97348999977,1286,373
1246.00542402267,1025,415
1246.10525012016,1224,400
1246.40264201164,423,127
1246.4186000824,405,95
1246.46258807182,412,106
1246.64510607719,1174,429
1246.80299711227,1199,413
1246.84101510048,1225,415
1246.84175205231,127,159
1246.91311502457,4088,46
1247.00341415405,1249,398
1247.06674408913,4086,34
1247.23289108276,1025,421
1247.63437414169,1096,433
1248.0130200386,406,98
1248.19464015961,406,100
1248.24283409119,1121,447
1248.40475606918,1046,398
1248.42138814926,1066,417
1248.62097001076,206,179
1248.64076399803,4072,36
1248.82578802109,200,183
1249.10919809341,1003,394
1249.12019610405,4104,119
1249.12943315506,1223,438
1249.15964508057,978,421
1249.21756601334,1026,509
1249.46476912498,1000,416
1250.146048069,1233,373
1250.2737801075,4073,31
1250.43197107315,1149,390
1250.43820309639,1190,466
1250.77548599243,1314,251
1250.80451607704,459,387
1250.86196303368,1136,396
1251.00998616219,372,63
1251.01530003548,374,47
1251.04409718513,212,138
1251.08341503143,604,649
1251.11446619034,403,102
1251.17318701744,407,104
1251.48124909401,203,167
1251.56100416183,181,141
1251.59938097,863,71
1251.67310810089,1101,638
1251.81553816795,383,82
1252.06656002998,1237,373
1252.3451590538,1169,511
1252.44696903229,404,148
1252.45301413536,1223,434
1252.65187311172,209,217
1252.73736715317,194,138
1252.86649012566,1313,177
1252.93355202675,4083,100
1253.32014107704,398,140
1253.75751805305,4075,36
1253.8118751049,408,157
1253.99094414711,1022,443
1254.02061510086,1128,375
1254.30207419395,370,52
1254.81144309044,417,92
1255.05102014542,401,106
1255.06822800636,4079,46
1255.08214902878,1315,205
1255.15172219276,1995,50
1255.23801708221,1025,415
1255.23924803734,1152,383
1255.65285515785,163,202
1255.8225581646,4075,43
1255.86409211159,389,76
1256.03116297722,4087,140
1257.21368503571,4074,42
1257.50434803963,1031,397
1257.59870815277,1120,391
1257.74453401566,1335,570
1258.10021400452,996,378
1258.31831502914,376,75
1258.39985918999,1066,403
1258.48395514488,1103,402
1258.52467918396,4131,51
1258.63953900337,1037,560
1259.19088506699,1044,396
1259.27990317345,428,66
1259.28247904778,1363,60
1259.67209005356,4083,28
1259.81341910362,385,66
1259.9545841217,4086,27
1259.98145508766,1312,165
1260.01493811607,1227,401
1260.10580015182,371,76
1260.274518013,399,130
1260.42794108391,370,73
1260.42941403389,371,57
1260.87553310394,443,95
1260.96945905685,1069,400
1261.31488919258,4076,25
1261.62984919548,407,106
1262.13787102699,429,97
1262.13816308975,1296,169
1262.25673317909,4084,73
1262.3148431778,1223,438
1263.29927396774,181,112
1263.29998111725,209,217
1263.39200305939,1037,418
1263.87142109871,1135,416
1263.98040413857,181,66
1264.02781510353,402,98
1264.03729605675,405,81
1264.10552811623,878,115
1264.1099421978,863,71
1264.66102218628,209,144
1265.04057598114,1340,519
1265.2835521698,1320,264
1265.46214199066,4106,51
1265.57551908493,380,68
1265.71149706841,1106,414
1265.75119709969,127,169
1265.79187011719,376,54
1265.85916304588,372,81
1266.33094596863,1073,375
1266.34911608696,1121,643
1266.57404398918,1089,396
1266.6773481369,1317,210
1267.02896714211,4073,84
1267.47337698936,209,223
1267.55851411819,1219,375
1267.74974608421,4081,27
1267.90917611122,91,16
1268.16213297844,1152,376
1268.18036007881,191,223
1268.26503109932,4080,63
1268.40086603165,4088,33
1268.42696404457,1087,396
1268.89589619637,1130,396
1268.91272497177,951,675
1268.94650816917,206,217
1268.98947310448,203,194
1269.07946705818,91,16
1269.12933516502,1046,442
1269.21711611748,4080,33
1269.41576910019,2662,140
1269.4423930645,1313,183
1270.35966014862,378,60
1270.74907612801,371,59
1270.76897311211,386,73
1271.02682518959,377,95
1271.03326416016,375,70
1271.08017015457,194,217
1271.46419811249,4084,63
1271.57015299797,309,18
1271.63018608093,1174,394
1272.16105914116,197,144
1272.36549019814,395,105
1272.46382904053,206,217
1272.46398806572,323,18
1272.907736063,983,394
1272.92999100685,404,92
1273.0037009716,406,99
1273.39412999153,181,167
1273.42312812805,389,100
1273.99912118912,996,384
1274.18838810921,1312,212
1274.29004311562,4072,39
1274.42740011215,435,89
1274.86457514763,1000,383
1274.8714261055,1084,415
1274.90597200394,4097,41
1275.20442414284,408,89
1275.50050497055,402,92
1275.63718104362,4078,58
1275.73764014244,206,183
1275.75414013863,4085,46
1276.63721704483,1088,448
1277.33411502838,382,93
1277.34830117226,4078,41
1277.75001597404,1278,385
1277.97077012062,1112,418
1278.01942110062,1136,559
1278.28621816635,1871,75
1278.34864497185,4089,35
1278.7127840519,373,82
1279.0948472023,4108,65
1279.11688017845,1223,395
1279.74553704262,410,107
1280.12807607651,1035,68
1280.30433106422,159,192
1280.46139097214,2584,147
1280.60579609871,1019,396
1281.11172604561,2211,35
1281.53553509712,1031,397
1281.79873609543,4109,66
1282.57633209229,1010,406
1282.61004209518,1252,375
1282.69589400291,1316,198
1282.7726111412,450,108
1282.87797617912,378,88
1283.10501718521,395,36
1283.14715504646,212,162
1283.16343307495,1002,417
1283.41768598557,1110,390
1283.43933701515,2487,57
1283.47441697121,409,120
1283.51317310333,1039,396
1283.66057920456,385,61
1283.80766701698,1122,43
1283.9609181881,1044,397
1284.5179669857,394,101
1284.76113700867,40,161
1284.76862096786,1101,418
1284.87779808044,197,217
1285.01708102226,1058,419
1285.1620631218,1084,411
1285.25639915466,1116,396
1285.56330800056,1037,414
1285.72949910164,394,74
1285.83726119995,1038,437
1285.90412211418,1003,520
1286.08972120285,408,89
1286.12098503113,397,109
1286.21381998062,1041,405
1286.21398115158,427,94
1286.33873510361,721,120
1286.4074010849,1065,406
1286.52646613121,4088,111
1286.56044101715,398,113
1286.60346603394,197,162
1286.74123311043,1024,437
1286.84886217117,461,103
1286.90326118469,4081,112
1287.03667712212,203,162
1287.03731799126,378,77
1287.63315320015,203,158
1287.73838806152,4080,58
1287.82808017731,1014,401
1287.83159899712,4080,79
1287.83471918106,335,18
1287.89688301086,379,79
1288.02522206306,1314,198
1288.62560319901,983,401
1288.72423219681,181,144
1288.8415620327,1015,406
1288.89125800133,381,66
1289.06572914124,181,154
1289.38200116158,1026,935
1289.6552491188,1057,440
1289.9374229908,418,107
1289.99721813202,1165,387
1290.03418111801,383,84
1290.53657913208,161,192
1291.10728096962,412,104
1291.1628370285,1314,139
1291.18892598152,12,204
1291.2573621273,420,98
1291.37563800812,1112,392
1292.00159907341,1038,397
1292.17274999619,994,429
1292.24682807922,1014,84
1292.47707915306,1007,397
1292.55930900574,1027,385
1292.6190700531,1118,399
1292.62466907501,209,183
1292.63234210014,1116,396
1292.88166618347,405,65
1293.18495416641,4087,39
1293.72393798828,1062,394
1293.74916219711,400,106
1293.9103140831,393,99
1294.14462208748,999,396
1294.15335297585,384,67
1294.16410112381,1030,417
1294.16565012932,200,179
1294.21958708763,1090,363
1294.25323319435,373,89
1294.35854816437,4081,91
1294.35855412483,1012,375
1294.48425006866,1110,379
1294.60306811333,395,43
1294.68662118912,1298,376
1295.07004308701,407,132
1295.36392498016,314,18
1295.60857319832,1032,397
1295.77269506454,1695,91
1295.83990597725,1066,399
1295.92249512672,1298,523
1296.12273812294,1003,417
1296.21638011932,2501,49
1296.22109818459,1203,415
1296.47559809685,1036,389
1296.78034615517,181,95
1296.8432970047,1030,429
1296.97219705582,1136,432
1297.03693318367,1954,106
1297.40514707565,1027,421
1297.46790409088,426,91
1297.50592517853,1136,82
1297.50723218918,1007,373
1297.54594802856,4082,34
1297.65406012535,404,108
1297.94708609581,1018,430
1297.96924805641,1076,395
1298.02734804153,2051,108
1298.1987080574,430,104
1298.29265403748,1252,390
1298.40933299065,1055,413
1298.51520109177,4091,37
1298.56452298164,377,48
1298.58257317543,1160,62
1298.58950614929,4098,41
1298.8870010376,1028,397
1299.00019598007,385,84
1299.04726910591,977,393
1299.25111198425,406,86
1299.3225440979,1078,417
1299.43697810173,1002,429
1299.96712303162,2846,68
1300.00445103645,400,82
1300.07493305206,377,68
1300.12754297256,1065,413
1300.19220519066,392,106
1300.31468605995,1071,411
1300.3455760479,1007,397
1300.55655217171,1278,405
1300.63535904884,1050,396
1300.67901110649,1311,164
1300.73241710663,25,165
1300.79593610764,1062,470
1300.90701317787,1019,375
1301.01370120049,1315,204
1301.13778018951,203,217
1301.40651607513,992,416
1301.72258019447,400,96
1301.72440505028,429,84
1301.79517412186,2059,171
1302.26421999931,4098,65
1302.49643707275,721,120
1302.86172413826,4082,71
1302.97108697891,1495,85
1303.20986008644,1065,433
1303.45824408531,1079,462
1303.46294403076,4081,47
1303.54864311218,1041,429
1303.72022604942,1216,81
1303.82990598679,375,58
1303.83487510681,1004,477
1304.05762410164,410,115
1304.1087911129,1363,375
1304.60350608826,1016,399
1304.76798009872,1351,165
1304.80406618118,395,76
1304.88920307159,1712,104
1304.91750097275,209,223
1304.97534799576,191,174
1305.17863917351,1090,411
1305.20572209358,161,192
1305.32650017738,4090,88
1305.32714509964,1035,68
1305.43977808952,1313,167
1305.86934804916,375,77
1306.07017707825,1116,421
1306.14441800117,787,85
1306.16759204865,1108,414
1306.5321199894,327,18
1306.57666015625,1055,448
1306.64172697067,984,396
1306.66166114807,1465,99
1306.79183101654,976,375
1306.90632200241,181,123
1307.03959703445,1116,406
1307.5753262043,4143,36
1307.90182805061,1437,82
1308.28969407082,407,90
1308.30649709702,1049,411
1308.53506207466,2341,46
1308.91282510757,4084,29
1308.91553902626,384,87
1309.75084519386,1080,559
1309.90923714638,407,96
1310.01845598221,4077,34
1310.10612297058,453,53
1310.3772611618,381,93
1310.41477704048,1164,414
1310.66945910454,1010,419
1310.94373202324,1014,429
1310.94831514359,2008,50
1311.18813920021,384,67
1311.24920701981,1014,419
1311.26031517982,1024,428
1311.40208506584,4098,43
1311.43310308456,1118,415
1311.61441612244,1190,53
1311.77509713173,403,86
1311.94455313683,1065,406
1312.1133620739,1065,447
1312.15780115128,1065,474
1312.21882200241,999,418
1312.27757000923,1795,122
1312.60387897491,1037,386
1312.66984319687,1036,418
1312.89606499672,395,95
1313.08875513077,3683,47
1313.23320603371,1084,445
1313.43775200844,1090,554
1313.54211401939,1819,69
1313.6959271431,998,429
1314.10701203346,2014,71
1314.46117210388,385,102
1314.87051510811,4081,48
1315.21529817581,2248,69
1315.34207201004,200,162
1315.59739613533,406,90
1315.97026109695,4074,44
1316.06826901436,46,233
1316.11524319649,1318,198
1316.21858906746,237,14
1316.81028914452,1354,148
1316.820125103,1054,589
1316.95225906372,374,59
1317.15900111198,1079,515
1317.23624801636,4077,37
1317.3246049881,4087,84
1317.56302905083,395,101
1317.60140419006,1727,129
1317.67755413055,1018,442
1317.817497015,29,177
1317.92768311501,421,81
1318.27837300301,1122,427
1318.29878807068,1315,160
1318.40146708488,4080,53
1318.49936008453,895,100
1318.65133118629,403,132
1319.72842216492,1066,429
1320.09836316109,392,94
1320.22808718681,399,127
1320.59537696838,408,89
1321.01374602318,1007,405
1321.12195301056,2855,47
1321.31531500816,400,118
1321.34927010536,976,384
1321.58586001396,977,368
1321.62009501457,1118,531
1321.66782402992,120,11
1321.8674800396,1135,377
1321.88846802711,1096,523
1321.97418999672,2605,91
1322.39437603951,372,77
1322.63097715378,194,183
1323.38407301903,1023,421
1323.38423299789,411,162
1323.41496896744,1079,44
1323.44347715378,393,146
1323.47227597237,429,87
1323.53908920288,3072,99
1323.64166998863,409,143
1323.65151405334,1299,43
1323.76663303375,1049,398
1323.82848119736,4086,757
1323.91856002808,419,147
1323.97504401207,1062,406
1323.98897314072,91,24
1324.08981704712,378,76
1324.11403012276,1018,397
1324.1272380352,4073,40
1324.26683712006,1057,413
1324.33702397346,375,70
1324.44436097145,1010,391
1324.53883004189,1016,397
1324.68013620377,2321,74
1324.69910216331,4075,38
1324.81835412979,397,88
1324.87840914726,1050,396
1325.05949306488,1118,415
1325.08382797241,1077,51
1325.13400816917,1164,414
1325.34229898453,1591,96
1325.40276217461,1147,392
1325.46118998528,408,96
1325.46411800385,388,49
1325.66763019562,382,65
1325.85187506676,1995,56
1326.08011198044,1079,422
1326.08165097237,1090,411
1326.20374011993,403,100
1326.70451617241,1215,33
1326.71099209785,395,88
1326.88726711273,387,60
1327.06063818932,2346,93
1327.4860701561,1047,414
1327.5785381794,1110,379
1327.84450697899,374,66
1327.94829797745,379,86
1328.50833916664,4125,41
1328.91997003555,370,70
1329.03602910042,1025,421
1329.21181511879,181,101
1329.34677314758,1128,377
1329.3577041626,405,79
1330.2897901535,1337,96
1330.53506708145,994,468
1330.58673405647,1112,418
1330.67962908745,389,91
1330.72300410271,1128,363
1330.83722519875,1065,527
1330.87185716629,4156,71
1331.08180904388,440,82
1331.30223703384,1018,387
1331.33132600784,203,217
1331.4644742012,237,14
1331.50531601906,418,94
1331.789301157,1252,375
1331.80164003372,992,416
1331.92314004898,1086,396
1331.96323418617,1044,428
1331.97303199768,4081,46
1331.99411606789,4105,57
1331.9943561554,1313,135
1332.01877999306,2683,27
1332.45908212662,10,143
1332.57434511185,1076,395
1333.38064312935,381,35
1333.42206406593,4074,40
1333.49837017059,398,118
1333.55414009094,378,83
1333.88515114784,10,140
1334.32165908813,975,417
1334.4211139679,1190,425
1334.50205898285,400,82
1334.51374316216,197,217
1334.52383899689,4089,42
1334.66817808151,4081,48
1334.69009900093,1030,432
1334.75891304016,406,102
1334.76094102859,1063,383
1334.82453107834,401,102
1334.82470703125,428,101
1334.83537602425,1352,230
1334.84078216553,4074,67
1334.885379076,1062,565
1334.92220497131,1041,396
1335.12317204475,412,89
1335.19788312912,1316,43
1335.35637307167,1155,432
1335.48677802086,2858,124
1335.59760499001,432,89
1335.99102401733,34,136
1336.04532599449,977,478
1336.51139307022,422,84
1336.88342308998,2554,72
1337.23696804047,1464,77
1337.3695371151,181,161
1337.40069818497,2584,104
1337.44278311729,1054,449
1337.82318902016,402,102
1337.89630508423,395,81
1338.04834008217,386,91
1338.11052012444,4075,59
1338.18243408203,1055,429
1338.46400618553,1142,413
1338.46559405327,4090,120
1338.5525829792,4073,39
1338.60654115677,1388,62
1338.75475597382,383,88
1338.85975503922,1124,399
1339.40112900734,371,49
1339.41131520271,1314,187
1339.44716310501,327,18
1339.45363616943,1096,363
1339.56664419174,1082,386
1339.56758499146,4080,70
1339.64778614044,371,72
1339.75527906418,4135,52
1339.76942014694,4078,38
1339.98482704163,4080,328
1340.27714109421,778,81
1340.35818815231,4073,32
1340.46707701683,4075,44
1340.72086501122,1014,419
1340.72643208504,783,53
1340.79805397987,403,91
1340.87139320374,387,66
1341.4226629734,1090,363
1341.79826307297,4074,50
1342.05421113968,1034,437
1342.28996300697,1118,507
1342.44432210922,1457,84
1342.63820505142,1043,412
1342.81031799316,1688,44
1342.98599100113,918,575
1343.18384003639,4085,36
1343.31953001022,4090,46
1343.42612504959,1090,514
1343.50173211098,1073,426
1343.52840518951,407,142
1343.81008505821,1096,513
1343.97529196739,4122,25
1343.97529411316,2285,44
1344.65028905869,4082,45
1344.71199798584,4077,57
1344.74682402611,1018,82
1345.04129099846,403,116
1345.1218020916,390,96
1345.6840031147,4074,37
1345.94251918793,370,92
1346.42221999168,4081,27
1346.61935806274,4076,41
1346.67352414131,377,79
1346.70704817772,393,88
1346.97286605835,1057,539
1347.1871471405,4108,75
1347.40065908432,2300,66
1347.44150519371,1943,61
1347.478317976,224,188
1347.70791101456,4089,72
1347.71044206619,2478,127
1347.73050618172,247,14
1347.9098751545,1099,501
1348.22291016579,977,403
1348.37592816353,1591,80
1348.45938014984,1116,406
1348.47305011749,1116,429
1348.51142597198,380,77
1348.62054204941,383,75
1348.88509202003,404,78
1348.9714910984,1082,386
1348.97149705887,404,108
1349.08468699455,1109,412
1349.10488009453,2348,95
1349.21260619164,203,217
1349.21991300583,1624,30
1349.42016220093,1088,453
1349.42118310928,1116,399
1349.63714003563,918,393
1349.64847898483,4080,51
1349.76330804825,1549,71
1349.92454504967,1457,69
1350.07871413231,4085,49
1350.54779601097,2502,96
1350.58136916161,399,101
1350.85578298569,1147,85
1351.05525517464,4083,28
1351.06321811676,128,180
1351.27417111397,1019,452
1351.33090519905,400,154
1351.43725514412,1004,632
1351.72067403793,1050,396
1351.86810898781,388,119
1351.86996912956,4082,54
1352.16572904587,406,124
1352.24215602875,1349,206
1352.25268507004,374,86
